timestamp,open,high,low,close,volume
2018-07-22 00:00:00+00:00,0.67436,0.68215,0.67198,0.68194,53894
2018-07-29 00:00:00+00:00,0.68199,0.68512,0.67624,0.67942,182230
2018-08-05 00:00:00+00:00,0.67944,0.6835,0.67202,0.67429,150332
2018-08-12 00:00:00+00:00,0.67429,0.6763,0.6562,0.65846,161297
2018-08-19 00:00:00+00:00,0.6585,0.66438,0.65443,0.66231,190269
2018-08-26 00:00:00+00:00,0.66231,0.67223,0.6611,0.67006,182923
2018-09-02 00:00:00+00:00,0.67006,0.67276,0.66002,0.6607,200592
2018-09-09 00:00:00+00:00,0.6607,0.66219,0.65278,0.65366,202771
2018-09-16 00:00:00+00:00,0.65365,0.65954,0.65009,0.65405,174707
2018-09-23 00:00:00+00:00,0.65406,0.6699,0.65384,0.6682,207170
2018-09-30 00:00:00+00:00,0.66822,0.66969,0.65986,0.6623,188823
2018-10-07 00:00:00+00:00,0.6623,0.66287,0.64313,0.64378,165355
2018-10-14 00:00:00+00:00,0.64378,0.65332,0.64244,0.64996,197933
2018-10-21 00:00:00+00:00,0.64996,0.6612,0.64966,0.65947,208763
2018-10-28 00:00:00+00:00,0.65948,0.66001,0.64648,0.6525,236409
2018-11-04 00:00:00+00:00,0.65252,0.66902,0.6513,0.66494,207419
2018-11-11 00:00:00+00:00,0.66496,0.68235,0.6633,0.67294,228822
2018-11-18 00:00:00+00:00,0.67296,0.68834,0.67062,0.68609,272349
2018-11-25 00:00:00+00:00,0.68608,0.68724,0.67547,0.6771,214877
2018-12-02 00:00:00+00:00,0.6771,0.69195,0.67543,0.69121,207498
2018-12-09 00:00:00+00:00,0.69121,0.69693,0.68401,0.68432,240214
2018-12-16 00:00:00+00:00,0.68432,0.69114,0.67772,0.6791,216853
2018-12-23 00:00:00+00:00,0.6791,0.68796,0.67054,0.67162,243358
2018-12-30 00:00:00+00:00,0.67162,0.67465,0.66924,0.67059,204477
2019-01-06 00:00:00+00:00,0.67061,0.67518,0.65779,0.67429,270870
2019-01-13 00:00:00+00:00,0.6743,0.68436,0.67079,0.68192,218170
2019-01-20 00:00:00+00:00,0.68192,0.68485,0.67276,0.67394,192350
2019-01-27 00:00:00+00:00,0.67393,0.68512,0.67074,0.68383,196405
2019-02-03 00:00:00+00:00,0.68382,0.6942,0.68158,0.68974,137778
2019-02-10 00:00:00+00:00,0.68976,0.6906,0.67298,0.67598,54418
2019-02-17 00:00:00+00:00,0.676,0.68744,0.672,0.68646,58846
2019-02-24 00:00:00+00:00,0.68644,0.68936,0.67579,0.68652,61221
2019-03-03 00:00:00+00:00,0.68654,0.69032,0.67942,0.68216,62123
2019-03-10 00:00:00+00:00,0.68213,0.68276,0.67452,0.68028,55404
2019-03-17 00:00:00+00:00,0.68026,0.6873,0.67904,0.68432,42404
2019-03-24 00:00:00+00:00,0.6843,0.69387,0.6828,0.68766,57221
2019-03-31 00:00:00+00:00,0.68764,0.69246,0.67746,0.68232,75906
2019-04-07 00:00:00+00:00,0.6823,0.68374,0.67186,0.67308,54673
2019-04-14 00:00:00+00:00,0.67306,0.67816,0.67138,0.67672,45499
2019-04-21 00:00:00+00:00,0.67674,0.67828,0.66672,0.66853,42620
2019-04-28 00:00:00+00:00,0.66856,0.66861,0.65804,0.66659,42370
2019-05-05 00:00:00+00:00,0.66657,0.6685,0.66044,0.66068,46040
2019-05-12 00:00:00+00:00,0.6607,0.6631,0.6527,0.65898,65493
2019-05-19 00:00:00+00:00,0.65896,0.65932,0.65141,0.65273,42708
2019-05-26 00:00:00+00:00,0.65271,0.65588,0.64818,0.65554,37547
2019-06-02 00:00:00+00:00,0.6555,0.65594,0.64952,0.65334,36144
2019-06-09 00:00:00+00:00,0.65332,0.66818,0.65328,0.66558,62758
2019-06-16 00:00:00+00:00,0.66556,0.66617,0.64885,0.64974,43683
2019-06-23 00:00:00+00:00,0.64972,0.66042,0.64904,0.65978,51478
2019-06-30 00:00:00+00:00,0.6598,0.67292,0.65904,0.6722,52809
2019-07-07 00:00:00+00:00,0.67218,0.67244,0.66023,0.66302,39408
2019-07-14 00:00:00+00:00,0.66299,0.66986,0.65688,0.66933,45549
2019-07-21 00:00:00+00:00,0.66935,0.67908,0.66935,0.676,45944
2019-07-28 00:00:00+00:00,0.67597,0.67872,0.66262,0.66359,36414
2019-08-04 00:00:00+00:00,0.66361,0.66418,0.65054,0.65215,63319
2019-08-11 00:00:00+00:00,0.65212,0.65899,0.63778,0.64612,82137
2019-08-18 00:00:00+00:00,0.64615,0.64751,0.64212,0.64262,57673
2019-08-25 00:00:00+00:00,0.64264,0.64297,0.63424,0.63607,45586
2019-09-01 00:00:00+00:00,0.63605,0.64036,0.62835,0.62996,56333
2019-09-08 00:00:00+00:00,0.62999,0.64438,0.62693,0.64258,41690
2019-09-15 00:00:00+00:00,0.64261,0.64506,0.63693,0.63845,36244
2019-09-22 00:00:00+00:00,0.63848,0.63918,0.62552,0.62662,41719
2019-09-29 00:00:00+00:00,0.62664,0.63488,0.62582,0.62857,48408
2019-10-06 00:00:00+00:00,0.6286,0.63376,0.62038,0.6316,53369
2019-10-13 00:00:00+00:00,0.63162,0.63542,0.62774,0.63286,50886
2019-10-20 00:00:00+00:00,0.63288,0.63904,0.6241,0.63806,47086
2019-10-27 00:00:00+00:00,0.63806,0.6436,0.63481,0.63575,32868
2019-11-03 00:00:00+00:00,0.63573,0.64568,0.63332,0.64348,49415
2019-11-10 00:00:00+00:00,0.6435,0.6466,0.63222,0.6331,50885
2019-11-17 00:00:00+00:00,0.63308,0.64186,0.63252,0.64002,45883
2019-11-24 00:00:00+00:00,0.64004,0.64374,0.6382,0.6409,38284
2019-12-01 00:00:00+00:00,0.64088,0.64382,0.63946,0.64317,34424
2019-12-08 00:00:00+00:00,0.6432,0.65761,0.64317,0.65583,38621
2019-12-15 00:00:00+00:00,0.65581,0.66362,0.65226,0.65918,59301
2019-12-22 00:00:00+00:00,0.65921,0.66144,0.65544,0.66076,41883
2019-12-29 00:00:00+00:00,0.66074,0.67106,0.66013,0.67038,27451
2020-01-05 00:00:00+00:00,0.6704,0.67558,0.66444,0.66542,40848
2020-01-12 00:00:00+00:00,0.66544,0.66803,0.66002,0.6637,52171
2020-01-19 00:00:00+00:00,0.66368,0.66654,0.65842,0.66183,40766
2020-01-26 00:00:00+00:00,0.66186,0.66293,0.6571,0.65732,41037
2020-02-02 00:00:00+00:00,0.65734,0.65903,0.64539,0.64582,43637
2020-02-09 00:00:00+00:00,0.6458,0.6503,0.63973,0.63982,49782
2020-02-16 00:00:00+00:00,0.63984,0.64878,0.63784,0.64458,46129
2020-02-23 00:00:00+00:00,0.64455,0.64455,0.63032,0.63218,44662
2020-03-01 00:00:00+00:00,0.63215,0.63584,0.61857,0.62276,87807
2020-03-08 00:00:00+00:00,0.62274,0.63727,0.62045,0.63266,109751
2020-03-15 00:00:00+00:00,0.63268,0.64484,0.59847,0.60519,246146
2020-03-22 00:00:00+00:00,0.60515,0.61308,0.54694,0.56261,346199
2020-03-29 00:00:00+00:00,0.56264,0.60698,0.55956,0.60498,323003
2020-04-05 00:00:00+00:00,0.60502,0.60636,0.58435,0.5853,216366
2020-04-12 00:00:00+00:00,0.58533,0.61029,0.58504,0.60758,119460
2020-04-19 00:00:00+00:00,0.6076,0.61308,0.59219,0.60136,112720
2020-04-26 00:00:00+00:00,0.60138,0.60921,0.59106,0.60217,109151
2020-05-03 00:00:00+00:00,0.60215,0.61758,0.59923,0.60156,88806
2020-05-10 00:00:00+00:00,0.60154,0.61504,0.5995,0.6141,83908
2020-05-17 00:00:00+00:00,0.61408,0.6156,0.5921,0.59356,115572
2020-05-24 00:00:00+00:00,0.59358,0.61579,0.59294,0.61036,94182
2020-05-31 00:00:00+00:00,0.61038,0.62398,0.60839,0.61971,116460
2020-06-07 00:00:00+00:00,0.61968,0.65366,0.61966,0.65334,149707
2020-06-14 00:00:00+00:00,0.65332,0.65848,0.63942,0.64174,178638
2020-06-21 00:00:00+00:00,0.64176,0.6507,0.63814,0.63984,178603
2020-06-28 00:00:00+00:00,0.63986,0.65332,0.63947,0.64174,123707
2020-07-05 00:00:00+00:00,0.64176,0.65397,0.63854,0.65376,87949
2020-07-12 00:00:00+00:00,0.65378,0.66005,0.65196,0.65722,98178
2020-07-19 00:00:00+00:00,0.65724,0.65936,0.65028,0.65614,94204
2020-07-26 00:00:00+00:00,0.65616,0.669,0.6539,0.66433,97568
2020-08-02 00:00:00+00:00,0.66436,0.67156,0.66202,0.66346,112097
2020-08-09 00:00:00+00:00,0.66348,0.66906,0.6575,0.65989,90634
2020-08-16 00:00:00+00:00,0.65992,0.66268,0.65248,0.65432,79785
2020-08-23 00:00:00+00:00,0.65434,0.66512,0.64889,0.65368,88018
2020-08-30 00:00:00+00:00,0.65365,0.67452,0.65154,0.67436,93676
2020-09-06 00:00:00+00:00,0.67434,0.6789,0.66676,0.67116,108993
2020-09-13 00:00:00+00:00,0.67114,0.67166,0.6601,0.66864,78863
2020-09-20 00:00:00+00:00,0.66866,0.67979,0.66752,0.6758,82427
2020-09-27 00:00:00+00:00,0.67578,0.67778,0.65118,0.65503,96873
2020-10-04 00:00:00+00:00,0.65501,0.66572,0.65394,0.66384,83563
2020-10-11 00:00:00+00:00,0.66387,0.66733,0.65468,0.66639,58706
2020-10-18 00:00:00+00:00,0.66636,0.66822,0.65763,0.66172,55647
2020-10-25 00:00:00+00:00,0.66174,0.67049,0.65532,0.66835,57453
2020-11-01 00:00:00+00:00,0.66833,0.67242,0.65924,0.65978,74595
2020-11-08 00:00:00+00:00,0.65976,0.68025,0.65893,0.67965,154093
2020-11-15 00:00:00+00:00,0.67968,0.69145,0.67896,0.68702,108817
2020-11-22 00:00:00+00:00,0.687,0.69508,0.68625,0.6945,69490
2020-11-29 00:00:00+00:00,0.69448,0.70434,0.6897,0.7035,61752
2020-12-06 00:00:00+00:00,0.70352,0.71042,0.70099,0.70404,71532
2020-12-13 00:00:00+00:00,0.70406,0.71136,0.70058,0.7098,70644
2020-12-20 00:00:00+00:00,0.70978,0.71716,0.70543,0.71038,60762
2020-12-27 00:00:00+00:00,0.7104,0.71182,0.70026,0.7116,77206
2021-01-03 00:00:00+00:00,0.71163,0.72411,0.70836,0.71959,57379
2021-01-10 00:00:00+00:00,0.71956,0.73154,0.71532,0.72008,154057
2021-01-17 00:00:00+00:00,0.7201,0.72404,0.71175,0.71175,111822
2021-01-24 00:00:00+00:00,0.71177,0.72256,0.70964,0.71798,91912
2021-01-31 00:00:00+00:00,0.71802,0.72477,0.71058,0.71645,134393
2021-02-07 00:00:00+00:00,0.71643,0.72256,0.71353,0.72106,106924
2021-02-14 00:00:00+00:00,0.72109,0.72544,0.71758,0.72178,82903
2021-02-21 00:00:00+00:00,0.7218,0.73166,0.71578,0.73082,93025
2021-02-28 00:00:00+00:00,0.73085,0.74648,0.72232,0.72702,170166
2021-03-07 00:00:00+00:00,0.72704,0.73072,0.70995,0.71774,175865
2021-03-14 00:00:00+00:00,0.71772,0.72408,0.71032,0.71866,138002
2021-03-21 00:00:00+00:00,0.71868,0.72696,0.71412,0.71517,107393
2021-03-28 00:00:00+00:00,0.71515,0.71828,0.69434,0.69932,80920
2021-04-04 00:00:00+00:00,0.69934,0.70476,0.69454,0.70301,66829
2021-04-11 00:00:00+00:00,0.70298,0.70697,0.69972,0.70365,65367
2021-04-18 00:00:00+00:00,0.70368,0.71804,0.70041,0.7126,78782
2021-04-25 00:00:00+00:00,0.71263,0.723,0.71221,0.71911,79113
2021-05-02 00:00:00+00:00,0.71913,0.72866,0.71509,0.7169,80587
2021-05-09 00:00:00+00:00,0.71693,0.72996,0.71156,0.72946,91146
2021-05-16 00:00:00+00:00,0.72942,0.73052,0.7135,0.7243,106204
